CommunityName,State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Carytown,NC,11.9,28.41,11.57,4.11,46259,93.39,20595,21069,15296,24004,17697,13639,16123,3.18,5.1,48.76,2.41,79.5,43858,2.59,5.51,89.78,3.84,1.56,8.58,86.49,2509,11.08,21.52,1100,0,0,0,0,2,3.23,40,64.67,58,93.78,367,593.38,1366,2208.6,66,106.71,21,33.95
RockyMountcity,NC,14.54,26.53,12.47,11.9,24055,76.67,12593,17759,7425,8277,18468,4526,8449,18.09,33.07,16.67,5.66,62.47,48997,2.6,49.59,49.62,0.39,0.54,12.89,52.52,379,13.46,24.01,1302,16,0,14,26.49,25,47.3,203,384.05,432,817.28,1356,2565.36,3259,6165.58,234,442.7,10,18.92
Monroecity,NC,15.28,29.33,14.55,11.25,23153,78.08,11070,14297,6518,4407,10153,8498,9432,16.69,35.05,14.58,6.03,63.46,16127,2.72,40.2,58.27,0.59,1.33,13.03,48.19,84,13.1,13.1,412,21,2,3,15.17,12,60.69,37,187.14,126,637.3,387,1957.41,1172,5927.87,62,313.59,1,5.06
NewBerncity,NC,13.19,26.16,12.06,15.14,19894,70.2,10893,14477,6436,4748,2508,6916,9853,23.2,30.14,15.99,5.41,56.08,17363,2.39,43.56,55.6,0.35,0.7,15.11,48.71,309,20.71,22.65,760,0,2,1,5.43,16,86.91,80,434.57,310,1683.96,675,3666.68,1582,8593.62,110,597.53,12,65.19
Havelockcity,NC,19.82,46.53,27.47,1.73,24553,94.73,9204,9793,7769,6345,4652,8120,6981,10.55,9.36,12.97,5.41,77.02,20268,3.58,17.95,75.74,2.6,6.34,7.68,84.8,683,17.13,24.3,435,0,0,0,0,1,4.65,11,51.18,43,200.06,151,702.52,357,1660.93,25,116.31,3,13.96
Fayettevillecity,NC,15.71,31.36,16.45,9.94,24354,79.41,12825,16279,7899,7669,12408,10701,10485,18.75,20.87,23.79,7.33,60.87,75695,2.55,38.28,57.57,1.52,3.15,13.7,56.08,2622,17.05,19.76,2073,102,29,30,35.09,92,107.62,583,682,1081,1264.56,2071,2422.68,5685,6650.37,647,756.87,59,69.02
HighPointcity,NC,14.34,27.36,13.76,12.36,25035,78.42,13324,15811,7913,11704,7566,10043,8497,12.74,31.81,18.09,5.27,65.17,69496,2.52,30.19,68.13,0.94,0.79,13.51,58.23,1036,7.82,22.1,1879,104,0,12,16.33,39,53.07,291,396,592,805.62,2060,2803.33,3714,5054.16,376,511.68,48,65.32
Greensborocity,NC,16.19,31.46,17.63,10.54,29184,82.31,15644,19141,9327,11954,11286,10359,12777,11.58,20.79,29.94,4.52,67.55,183521,2.45,33.95,63.88,1.43,0.96,12.39,62.21,4839,23.52,37.43,5506,132,2,27,13.52,105,52.6,791,396.22,797,399.23,3177,1591.4,9657,4837.33,749,375.18,96,48.09
Hickorycity,NC,14.89,29.21,15.57,13.51,27212,79.16,15433,17313,6991,7329,12225,9587,13114,11.27,27.89,23.39,4.21,66.94,28301,2.4,17.06,81.38,1.01,0.78,14.36,61.17,563,14.74,31.44,901,27,0,3,9.97,25,83.06,136,451.84,174,578.09,707,2348.92,2214,7355.73,155,514.97,30,99.67
Thomasvillecity,NC,14.41,27.52,13.97,14.75,21754,75.55,11102,12301,8083,7240,17636,1600,7420,12.93,42.61,9.83,4.6,65.46,15915,2.44,27.77,71.36,0.16,0.6,15.19,52.95,50,10,10,399,1,0,3,16.68,4,22.24,42,233.55,106,589.45,485,2696.99,901,5010.29,48,266.92,7,38.93
Fargocity,ND,16.64,35.16,20.33,8.58,25326,83.69,13554,13727,8852,5344,8011,5332,5174,13.68,11.27,30.24,4.18,68.51,74111,2.46,0.35,97.11,1.25,0.73,8.64,79.7,1474,23.68,33.58,1562,125,15,0,0,35,43.87,16,20.05,41,51.39,425,532.66,3149,3946.71,206,258.18,8,10.03
GrandForkscity,ND,20.6,38.87,24.1,7.87,25456,83.71,11902,12096,10578,6096,9944,5528,6559,14.48,14.24,29.28,5.08,66.75,49425,2.67,0.8,95.49,1.07,1.19,8.28,76.33,1112,33.63,42.9,1058,70,0,0,0,19,37.7,14,27.78,28,55.55,234,464.26,2202,4368.79,195,386.88,14,27.78
WestFargocity,ND,15.72,28.99,13.12,5.31,29661,88.74,11389,11444,700,8964,888,10044,12176,7.44,14.45,14.91,4.1,78.26,12287,2.77,0.1,98.54,0.21,0.72,9.98,81.08,100,0,0,144,0,0,0,0,4,28.91,0,0,2,14.46,72,520.42,344,2486.45,29,209.61,6,43.37
Dickinsoncity,ND,14.85,27.13,13.27,12.19,21615,76.29,10102,10135,250,7093,1750,20100,7107,14.75,25.32,16.81,4.88,62.86,16097,2.6,0.11,98.65,0.38,0.65,7.8,79.81,189,5.82,5.82,653,2,0,0,0,1,6.15,0,0,5,30.74,17,104.51,367,2256.24,5,30.74,0,0
Minotcity,ND,15.63,29.41,15.2,12.29,23727,77.24,11934,12175,8844,3668,10150,9157,9199,14.25,18.45,21.06,5.63,62.47,34544,2.47,1.1,95.81,0.76,0.78,9.2,75.18,759,28.06,29.78,1075,30,0,0,0,15,42.23,5,14.08,17,47.86,185,520.86,1206,3395.46,56,157.67,9,25.34
Bismarckcity,ND,13.98,26.81,12.39,10.06,28223,82.14,13339,13521,6473,5258,19124,4237,6129,9.65,16.58,26.39,4.41,69.16,49256,2.55,0.11,96.67,0.44,0.66,8.79,79.25,606,8.09,8.91,723,49,2,0,0,7,13.25,3,5.68,34,64.35,369,698.35,1773,3355.48,83,157.08,0,0
Jamestowncity,ND,14.14,25.06,12.73,14.53,22146,75.5,11401,11497,1336,4614,13411,16400,15791,11.72,24.31,19.23,3.94,61.89,15571,2.51,0.3,98.16,0.57,0.5,9.93,75.93,203,16.26,22.66,537,2,1,0,0,8,51.82,3,19.43,9,58.3,60,388.68,306,1982.25,32,207.29,6,38.87
Willistoncity,ND,13.81,24.03,10.78,12.99,22407,75.76,11585,11852,0,4184,26428,1200,2568,14.46,23.6,17.45,5.88,61.26,13131,2.56,0.11,95.49,0.27,0.66,9.2,77.16,225,1.33,13.33,950,0,0,0,0,1,7.81,2,15.62,3,23.42,31,242.04,432,3372.89,26,203,0,0
Lebanoncity,NH,11.29,26.87,12.2,11.28,32221,84.63,15012,15086,12405,20559,7679,7826,11733,6.07,17.61,26.78,3.14,69.56,12183,2.36,0.41,97.55,1.55,0.91,11.94,72.56,376,23.14,23.14,545,2,0,0,0,1,8.07,0,0,17,137.13,64,516.25,582,4694.68,27,217.79,4,32.27
Keenecity,NH,19.96,32.9,21.18,12.62,31235,79.04,14246,14312,1704,5270,12691,8897,9317,8.06,16.34,28.98,6.42,63.92,22430,2.67,0.28,98.83,0.59,0.59,10.46,73.75,594,7.41,21.38,450,1,0,0,0,23,102.18,4,17.77,68,302.1,155,688.61,835,3709.63,24,106.62,14,62.2
Portsmouthcity,NH,11.14,31.18,13.86,10.56,30591,81.43,15557,16023,9962,13228,8918,9553,10589,6.68,11.2,26.55,5.12,69.93,25925,2.51,4.6,92.63,1.72,2,12.53,75.06,1047,8.98,14.14,1040,65,0,0,0,31,148.32,14,66.98,34,162.67,171,818.14,701,3353.91,70,334.91,9,43.06
Derrytown,NH,12.23,29.21,11.68,5.1,43419,89.75,16990,17004,24465,15400,17076,11278,12231,3.79,13.71,24.97,5.47,76.11,29603,2.75,0.93,97.6,0.82,1.37,10.46,82.6,1052,3.61,9.22,1102,0,0,0,0,40,133.72,7,23.4,21,70.2,255,852.44,602,2012.44,102,340.98,31,103.63
Somersworthcity,NH,12.37,28.8,13.62,10.4,32886,81.39,13495,13648,10930,8760,7702,0,22193,6.75,25.29,13.57,5.32,69.64,11249,2.57,0.73,97.5,1.09,0.91,12.04,71.17,429,4.43,10.26,345,17,0,0,0,4,35.61,1,8.9,4,35.61,66,587.55,263,2341.32,12,106.83,4,35.61
Manchestercity,NH,12.69,29.69,14.17,12.17,31911,79.96,15111,15272,9625,8595,12818,8309,9600,8.99,25.06,19.57,7.07,65.92,99567,2.47,0.97,96.97,1.1,2.13,12.1,69.45,6739,15.61,22.11,4023,147,1,5,5.09,33,33.62,140,142.65,41,41.77,1277,1301.14,3536,3602.83,448,456.47,28,28.53
Hudsontown,NH,13.76,28.51,12.74,5.8,47859,91.23,17678,17689,17833,27836,17248,10272,13422,2.89,14.96,24.8,6.71,75.22,19530,2.95,0.56,97.98,1.05,1.08,8.33,83.41,910,10.99,17.36,272,0,0,0,0,6,30.4,3,15.2,9,45.6,67,339.5,318,1611.35,35,177.35,5,25.34
Goffstowntown,NH,19.02,30.98,18.54,10.06,42160,82.53,15039,15104,13201,4701,15375,12229,8381,3.14,18.3,20.3,5.66,66.01,14621,3.07,0.29,98.96,0.43,0.88,7.14,85.88,542,1.85,4.06,263,0,0,2,13.54,3,20.3,4,27.07,14,94.75,58,392.55,267,1807.11,6,40.61,3,20.3
Bedfordtown,NH,15.39,21.75,10.85,7.89,63782,86.11,25883,25864,21818,7000,28021,40800,24358,2.24,10.34,42.97,3.83,70.83,12563,3.14,0.19,98.46,1.18,0.52,5.17,91.19,519,0,5.78,159,0,0,0,0,0,0,1,7.88,3,23.64,19,149.69,99,779.96,8,63.03,0,0
Salemtown,NH,13.16,26.19,12.32,9.06,44210,86.08,17930,17786,19915,7554,26721,7593,10703,3.81,17.56,20.39,6.35,71.26,25746,2.8,0.93,96.78,1.77,1.41,9.48,81.65,1515,5.74,8.65,712,0,0,2,7.69,4,15.37,29,111.47,20,76.87,145,557.33,1030,3958.95,329,1264.56,4,15.37
Merrimacktown,NH,14.36,27.04,11.88,4.42,52798,92.33,19129,19213,16962,16054,14033,15640,15089,2.3,8.82,33.01,5.03,77.57,22156,2.98,0.99,97.65,1.04,0.97,7.9,87.05,833,7.2,10.44,476,0,0,0,0,1,4.47,1,4.47,3,13.4,64,285.85,200,893.3,14,62.53,1,4.47
Exetertown,NH,11.02,24.07,10.19,13.08,36121,79.84,18531,18610,8446,14415,7813,700,17170,5.2,13.67,32.04,5.77,66.37,12481,2.51,0.43,98.53,0.81,0.49,10.47,78.39,313,7.67,15.65,371,0,0,0,0,2,15.86,1,7.93,5,39.64,29,229.94,174,1379.64,15,118.93,8,63.43
Laconiacity,NH,13.16,25.3,11.91,13.36,29116,77.71,14824,14858,0,6512,11622,20531,17073,8.24,22.98,17.39,7.74,61.3,15743,2.55,0.13,98.7,0.77,0.62,13.3,70.57,486,1.65,2.26,2025,0,0,1,6.47,62,401.35,4,25.89,30,194.2,144,932.16,728,4712.58,41,265.41,44,284.83
Claremontcity,NH,13.37,25.57,12.28,15.03,25532,73.4,11552,11603,12899,7330,5827,0,14582,13.05,32.44,11.71,7.32,58.91,13902,2.48,0.26,98.43,0.57,0.51,11.89,69.79,505,8.91,10.69,618,6,0,0,0,27,198.34,0,0,12,88.15,80,587.67,461,3386.47,18,132.23,2,14.69
Durhamtown,NH,54.4,65.98,59.68,5.31,42477,84.31,12774,12931,5581,0,6596,21777,11308,19.5,2.64,66.55,7.83,50.38,11818,4.94,0.63,97.19,1.98,0.84,2.9,84.59,521,35.32,46.26,116,0,0,0,0,9,75.37,0,0,4,33.5,44,368.48,191,1599.53,9,75.37,3,25.12
Nashuacity,NH,12.12,28.51,12.71,9.14,40505,84.8,18010,18199,15181,11961,17049,9018,10798,6.53,17.31,28.84,6.03,70.46,79662,2.57,1.62,95.15,1.93,3.02,10.67,77.34,5573,18.27,25.46,2332,26,2,3,3.73,26,32.32,13,16.16,26,32.32,380,472.43,1935,2405.67,266,330.7,35,43.51
Concordcity,NH,12.03,27.37,12.69,11.9,32733,78.89,15981,16060,11902,12512,13287,11094,11333,6.73,15.5,28.13,6.21,62.86,36006,2.53,0.63,98.18,0.67,0.99,13.51,72.88,1071,7.19,11.39,1475,45,2,0,0,20,55.63,13,36.16,16,44.5,264,734.25,1248,3471.01,47,130.72,9,25.03
Berlincity,NH,12.41,23.46,11.25,17.59,25040,66.77,12172,12191,6701,16577,8385,8925,8326,10.97,35.53,7.13,8.72,53.36,11824,2.39,0.13,99.05,0.48,0.52,8.64,75.11,780,0.9,0.9,473,1,0,0,0,5,43,1,8.6,10,85.99,64,550.35,121,1040.5,4,34.4,2,17.2
Milfordtown,NH,12.43,28.51,12.33,8.91,38792,85.16,16547,16515,14472,19803,22078,0,19294,5.07,15.78,24.17,5.43,72.01,11795,2.64,0.86,98.21,0.64,0.62,11.67,78.31,375,5.87,11.47,330,0,0,0,0,7,58.74,4,33.57,18,151.04,41,344.05,283,2374.76,8,67.13,5,41.96
Dovercity,NH,13.15,32.63,17.37,11.32,31507,82.96,15413,15568,9209,16057,11440,10493,10798,9.35,16.87,24.34,5.66,68.3,25042,2.42,1.06,97.4,1.13,1.01,10.48,72.28,955,18.01,24.08,962,35,0,0,0,10,39.91,1,3.99,14,55.87,45,179.58,647,2582.01,36,143.67,2,7.98
Londonderrytown,NH,14.53,25.3,10.9,3.82,52882,93.64,18888,18829,24247,12364,28355,18733,17805,2.15,8.76,33.42,5.13,76.81,19781,3.1,0.4,98.35,0.95,0.94,7.69,87.56,706,7.08,10.34,353,0,0,0,0,1,5,1,5,6,30.02,74,370.22,377,1886.13,39,195.12,9,45.03
BerkeleyHeightstownship,NJ,12.47,21.44,10.93,11.33,75122,89.24,29711,30233,13600,5725,27101,5115,22838,1.96,9.9,48.18,2.7,64.55,11980,3.1,1.37,91.78,6.5,1.88,4.47,90.17,1277,8.69,13,64,11,0,0,0,0,0,1,8.2,4,32.81,14,114.85,138,1132.08,16,131.26,2,16.41
Bricktownship,NJ,12.06,23.58,10.75,15.97,38742,73.79,16523,16562,9763,14924,17930,14351,13815,3.74,20.23,16.51,5.55,60.08,66473,2.66,0.63,97.81,0.83,2.58,7.69,82.61,3133,5.52,11.78,3878,17,0,2,2.92,9,13.15,28,40.9,51,74.5,415,606.2,1214,1773.32,98,143.15,14,20.45
ScotchPlainstownship,NJ,11.38,23.62,10.91,12.65,58194,85.08,27093,28517,18729,40576,21945,13857,17816,1.49,12.02,41.42,3.75,67.53,21160,2.79,11.1,83.79,4.57,2.83,6.47,83.94,2311,9.91,14.28,198,0,0,1,4.61,3,13.82,12,55.27,9,41.45,102,469.79,276,1271.19,89,409.91,2,9.21
Gallowaytownship,NJ,17.84,34.05,18.86,6.76,41944,87.6,16302,16234,17942,15871,16840,10114,12351,4.35,18.12,20.42,4.1,69.92,23330,2.94,7.36,88.58,2.67,3.69,9.3,75.91,970,6.08,13.09,932,0,0,1,4.19,5,20.94,10,41.87,44,184.24,266,1113.81,557,2332.3,46,192.61,7,29.31
NewProvidenceborough,NJ,9.9,21.33,10.02,12.28,62420,84.14,29773,30089,43680,7250,26588,12518,16825,2.45,9.49,48.6,2.71,69.32,11439,2.7,0.54,94.18,4.9,2.7,5.8,90.33,1431,11.04,14.81,84,0,0,0,0,0,0,3,24.78,3,24.78,12,99.12,93,768.21,18,148.69,2,16.52
Rutherfordborough,NJ,13.83,26.56,14.04,14.38,46499,79.61,20579,21350,13332,0,14364,14682,16028,3.68,16.92,32.44,4.17,62.97,17790,2.66,3.01,89.39,6.45,5.78,7.38,83.65,2857,16.94,22.23,536,5,0,0,0,2,11.23,5,28.07,16,89.83,50,280.71,246,1381.09,75,421.06,2,11.23
Princetonborough,NJ,35.5,53.13,43.59,9.15,43092,79.6,21551,24230,10497,10973,7315,5790,7352,9.64,11.6,66.02,3.21,57.12,12016,3.68,8.51,82.51,7.07,5.13,5.92,75.42,2061,29.55,48.52,249,0,0,0,0,0,0,4,33.55,6,50.33,97,813.69,487,4085.23,16,134.22,1,8.39
Jeffersontownship,NJ,12.38,24.91,11.1,7.36,48889,88.72,19810,19860,14616,31077,14199,27302,19877,2.43,12.9,25.01,2.94,74.05,17825,2.82,0.76,98.02,0.81,2.23,8.64,84.47,805,0.99,3.6,785,0,0,0,0,0,0,1,5.42,12,64.99,81,438.67,150,812.35,16,86.65,2,10.83
NorthBrunswicktownship,NJ,13.41,29.96,14.37,8.64,49900,87.07,21734,22709,16857,15970,21284,12197,14576,2.67,16.13,32.71,3.08,70.47,31287,2.71,11.07,80.05,6.81,5.81,8.91,79.76,4686,15.39,26.12,631,8,0,0,0,7,21.47,42,128.85,45,138.05,258,791.48,748,2294.69,175,536.86,8,24.54
Harrisontown,NJ,12.86,28.54,12.71,12.48,33969,80.02,13763,13953,19673,10000,11982,12387,12246,11.55,42.64,15.25,7.53,61.36,13425,2.76,0.57,88.39,5.85,29.4,8.63,74.61,5599,17.72,27.86,262,0,0,0,0,5,37.76,33,249.24,39,294.56,168,1268.88,276,2084.59,242,1827.79,1,7.55
Eatontownborough,NJ,12.83,29.41,14.12,9.56,36864,83.23,17679,18609,13072,22807,17274,9779,10591,5.14,14.77,26.1,4.16,70.74,13800,2.54,12.49,78.85,6.59,4.64,10.45,81.36,1448,13.26,24.31,651,51,1,0,0,0,0,13,99.36,16,122.29,74,565.58,593,4532.25,41,313.36,0,0
UnionCitycity,NJ,13.67,29.54,14.16,9.09,25655,78.71,11089,11488,10870,15755,13355,9197,9996,18.18,49.46,10.71,10.87,60.52,58012,2.81,5.11,74.68,2.09,75.62,14.53,56.12,31959,14.61,24.34,1980,189,25,1,1.77,23,40.64,287,507.07,182,321.55,900,1590.11,1171,2068.9,538,950.53,7,12.37
NewBrunswickcity,NJ,29.2,49.87,35.94,8.48,28289,78.65,11252,12735,9591,12237,9675,7729,7647,21.96,34,23.41,8.85,57.84,41711,3.28,29.58,57.37,3.96,19.33,8.74,42.94,6989,24.7,37.73,845,105,17,5,12.05,18,43.39,311,749.76,289,696.72,797,1921.41,1959,4722.76,337,812.44,19,45.81
GloucesterCitycity,NJ,13.31,26.67,12.53,14.13,28998,75.33,12256,12244,4267,34620,9198,16000,11592,9.18,36.6,6.44,5.92,59.34,12649,2.75,0.23,99.11,0.4,0.97,12.07,63.23,235,3.4,3.4,333,26,0,0,0,5,40.23,7,56.32,8,64.37,104,836.82,249,2003.54,39,313.81,0,0
Middletownship,NJ,11.56,22.94,10.34,15.89,30524,75.38,13547,14339,8240,18105,17324,5722,5110,7.99,30.12,11.83,7.94,56.19,14771,2.76,13.09,84.93,1.09,1.5,10.19,71.83,439,9.11,32.8,1624,27,0,0,0,10,66.14,3,19.84,22,145.5,162,1071.43,428,2830.69,15,99.21,4,26.46
MountLaureltownship,NJ,10.94,25.55,10.35,9.28,50843,88.27,23248,23110,21232,25762,34192,8459,16332,1.99,10.1,37.11,2.55,72.68,30270,2.56,5.97,90.82,2.63,1.65,9.21,83.56,1439,9.1,10.08,769,0,0,0,0,4,12.91,10,32.27,18,58.09,200,645.49,383,1236.12,81,261.43,2,6.45
SouthOrangeVillagetownship,NJ,22.12,33.08,22.43,11.56,64338,85.12,30465,32613,23417,6689,28922,8649,14173,3.03,9.98,53.09,3.64,65.49,16390,3.17,18.69,76.63,3.42,3.27,6.55,82.74,1956,10.17,17.64,310,0,0,0,0,2,12.01,82,492.26,28,168.09,224,1344.7,498,2989.55,496,2977.55,0,0
Bernardstownship,NJ,10.1,20.83,8.73,10.59,70000,87.4,33458,34046,17546,20100,24908,7926,31761,1.52,6.81,54.86,2.86,66.47,17199,2.71,1.72,94.97,3.05,1.92,7.89,90.17,1259,10.88,13.34,313,0,0,0,0,0,0,0,0,14,75.72,46,248.8,170,919.47,9,48.68,0,0
Hawthorneborough,NJ,10.14,24.39,11.06,15.73,43109,77.8,19342,19284,109500,40500,13815,21236,24850,3.42,22.97,22.52,3.95,64.06,17084,2.5,0.42,97.93,1,3.1,7.51,82.79,1837,7.46,16.22,224,0,0,0,0,5,27.52,5,27.52,4,22.01,84,462.3,282,1552.01,23,126.58,0,0
Raritantownship,NJ,10.82,23.03,9.46,7.24,61524,89.13,24637,24568,36042,480000,18511,15913,13756,2.31,10.04,42.03,2.46,74.58,15616,2.83,0.79,96.23,2.5,1.9,7.12,90.57,938,18.02,23.45,351,19,0,0,0,1,6.26,1,6.26,7,43.79,49,306.56,296,1851.85,13,81.33,0,0
Willingborotownship,NJ,16.24,27.52,13.86,6.63,47121,91.96,15774,17385,14957,9258,10673,11666,12254,4.47,15.27,19.78,5.61,71.26,36291,3.29,56.07,39.68,1.92,5.3,9.98,66.38,2419,4.63,11.7,192,0,0,1,2.69,10,26.92,34,91.52,64,172.28,273,734.88,810,2180.41,184,495.3,18,48.45
RidgefieldParkvillage,NJ,10.49,27.03,12.12,12.44,42464,82.03,19507,19778,12014,0,16232,19228,23310,5.1,21.54,21.32,4.59,68.04,12454,2.51,2.03,91.38,4.24,9.56,8.07,78.46,1784,11.77,17.43,159,0,0,0,0,0,0,2,15.9,7,55.64,21,166.93,127,1009.54,32,254.37,1,7.95
Lindencity,NJ,11.36,23.9,11.29,17.89,35911,74.02,16308,17418,13048,11204,14454,8838,13246,5.63,31.78,12.16,6.69,59.11,36701,2.55,20.01,76.76,1.5,7.36,9.33,69.1,5861,9.49,18.53,548,0,0,1,2.72,8,21.77,90,244.88,96,261.2,359,976.79,982,2671.89,361,982.23,16,43.53
Westfieldtown,NJ,12.02,21.73,10.15,11.98,66760,82.78,30748,31807,17543,41100,22637,11089,19636,1.79,8.81,53.58,2.99,67.62,28870,2.81,4.58,91.47,3.53,2.04,5.66,88.09,2667,16.99,24.52,299,0,0,0,0,2,6.78,9,30.52,15,50.86,97,328.9,445,1508.88,97,328.9,1,3.39
Berkeleytownship,NJ,6.03,11.33,5.33,48.23,23028,40.42,13854,13893,11843,9239,21719,10649,10887,4.57,38.7,6.95,7.32,28.6,37319,2.12,1.04,98.45,0.24,1.5,4.41,80.1,2936,0.37,0.37,2259,0,0,0,0,3,7.81,5,13.01,33,85.86,173,450.13,565,1470.09,30,78.06,7,18.21
SaddleBrooktownship,NJ,10.42,24.41,10.71,15.79,46082,82.98,19070,18925,19009,15472,27917,10221,16213,3.77,22.79,19.2,5.56,62.97,13296,2.72,1.06,95.63,2.65,3.4,6.68,82.07,1360,8.38,14.63,139,0,0,0,0,2,14.41,7,50.43,3,21.61,45,324.18,350,2521.43,74,533.1,1,7.2
Denvilletownship,NJ,12.4,23.61,11.81,10.35,59724,86.81,25054,25154,14445,0,21978,35640,17507,2.06,11.87,36.01,2.73,69.82,13812,2.83,0.66,95.64,3.31,1.9,7.02,85.76,1200,6.5,14.92,183,0,0,0,0,1,6.99,2,13.98,20,139.79,16,111.83,195,1362.97,15,104.84,0,0
RiverEdgeborough,NJ,10.01,20.17,9.22,17.23,52126,76.55,23059,23557,25597,0,17879,15727,26020,2.38,13.63,39.14,2.93,65.28,10603,2.6,0.61,90.3,8.42,3.51,5.81,88.61,1784,14.13,16.93,82,0,0,0,0,1,9.13,3,27.38,5,45.64,29,264.72,126,1150.16,18,164.31,0,0
Ramseyborough,NJ,13.07,24.25,11.44,8.54,65590,85.7,27262,27646,33862,26813,19284,15161,17581,2.46,6.7,47.02,3.75,67.55,13228,2.84,0.77,94.1,4.43,2.24,6.65,88.22,1285,11.36,17.51,307,11,0,1,6.85,1,6.85,3,20.56,22,150.81,47,322.18,317,2173.02,44,301.62,0,0
Dumontborough,NJ,11.85,24.29,11.43,14.03,48776,79.52,19349,19630,12992,0,16677,10722,17606,3.26,18.96,20.95,4.09,65.28,17187,2.78,1.05,91.23,6.83,5.42,5.91,84.01,2513,13.37,17.51,151,0,1,0,0,0,0,2,11.46,8,45.85,64,366.8,220,1260.89,11,63.04,0,0
Haddontownship,NJ,10.77,21.7,10.03,20.22,36215,73.55,18400,18462,12468,20116,15794,34286,17337,3.75,17.21,26.25,2.28,61.37,14837,2.38,0.82,97.89,1,0.98,9.14,79.48,502,12.35,16.93,147,0,0,1,6.47,0,0,25,161.71,22,142.3,142,918.5,482,3117.72,61,394.57,8,51.75
Lodiborough,NJ,10.62,26.76,11.77,15.26,33311,78.45,15542,15626,18154,0,15364,10684,10221,6.12,33.67,15.29,7.04,62.03,22355,2.49,2.89,89.61,4.85,9.24,10.17,72.57,4457,11.04,23.11,504,0,0,0,0,1,4.4,8,35.21,38,167.26,149,655.84,578,2544.13,161,708.66,1,4.4
Pennsvilletownship,NJ,14.73,25.36,12.61,12.44,38025,76.83,15745,15780,13477,2624,22316,7500,8298,6.1,23.91,9.87,3.62,62.75,13794,2.6,0.5,98.33,0.85,0.77,9.67,76.74,259,0,8.11,199,0,0,1,7.08,1,7.08,4,28.33,7,49.58,29,205.41,249,1763.71,13,92.08,2,14.17
CityofOrangetownship,NJ,13.62,28.12,13.61,11.17,27301,75.47,12812,15222,12132,7432,14185,10543,10247,17.8,34.43,18.07,9.74,60.27,29925,2.58,70.33,23.96,1.29,10.82,14.8,44.05,6223,17.98,26.35,738,38,6,3,9.86,29,95.34,398,1308.52,359,1180.3,890,2926.09,1037,3409.39,896,2945.82,24,78.91
Oceantownship,NJ,12.99,24.68,11.55,10.16,46885,85.51,22054,22693,16270,0,17237,10012,13573,3.2,13.96,34.7,4.61,68.63,25058,2.71,5.24,90.35,3.72,2.66,8.6,82.01,2686,19.51,27.74,750,15,0,0,0,1,3.81,27,102.99,32,122.06,246,938.32,882,3364.23,49,186.9,8,30.51
Montclairtownship,NJ,11.66,24.26,11.46,12.82,52442,81.59,28940,35800,15315,14554,29142,12375,16000,6.03,13.03,49.32,5.41,67.38,37729,2.6,31,65.5,2.27,3.31,10.52,71.24,4179,14.17,24.19,551,20,3,0,0,7,18.28,70,182.78,118,308.12,588,1535.37,1371,3579.91,432,1128.03,5,13.06
MountOlivetownship,NJ,13.19,30.09,14.06,5.23,45828,91.24,19655,19823,17092,27076,16246,18217,14486,2.77,11.38,29.77,3.64,76.91,21282,2.67,2.83,93.93,2.34,3.34,9.67,84.22,1871,15.39,24.16,557,0,0,0,0,8,36.29,7,31.75,26,117.94,87,394.63,218,988.84,32,145.15,7,31.75
Roxburytownship,NJ,14.88,25.19,12.32,7.46,57484,87.79,20564,20718,20181,15919,15931,25494,21820,2.29,13.81,29.98,3.25,71.37,20429,3.14,1.34,94.55,3.56,2.52,6.07,87.84,1529,4.84,10.6,302,0,0,0,0,3,14.18,6,28.35,13,61.43,76,359.12,310,1464.82,26,122.86,3,14.18
Moorestowntownship,NJ,12.34,21.53,10.25,14.4,54834,82.07,30643,30489,19631,7823,69212,2727,44415,2.91,12.1,45.01,3.03,62.6,16116,2.76,5.73,91.43,2.42,1.06,7.51,82.83,700,2.29,2.86,216,0,0,0,0,4,24.25,8,48.5,18,109.12,142,860.81,286,1733.75,36,218.23,4,24.25
Irvingtontownship,NJ,14.76,29.55,13.99,8.45,30529,80.91,12982,14631,12601,14863,17166,8575,9385,12.38,34.13,11.83,9.91,63.77,61018,2.75,70.08,22.43,2.17,10.58,13.37,45.93,12026,14.31,25.16,2130,6,27,10,16.15,60,96.87,934,1508.01,497,802.44,1560,2518.73,2061,3327.63,2423,3912.1,33,53.28
Hobokencity,NJ,11.23,37.46,16.02,10.22,34873,79.84,20020,22940,9586,3841,13274,7070,7975,16.39,30.22,39.71,6.16,67.21,33397,2.22,5.52,78.97,4.43,30.05,10.12,52.81,5610,14.14,19.45,2385,77,0,2,5.96,4,11.93,81,241.53,172,512.88,444,1323.95,1311,3909.23,673,2006.8,1,2.98
