State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
MO,10.63,24.68,10.21,14.46,28727.0,75.25,13127.0,13473.0,9546.0,6309.0,7821.0,15125.0,7761.0,8.27,29.94,10.78,6.31,62.76,17987.0,2.51,6.38,91.63,1.36,0.9,12.85,66.65,448.0,11.16,21.21,348.0,0.0,0.0,0,0.0,4.0,21.65,24.0,129.91,50.0,270.65,150.0,811.95,823.0,4454.91,58.0,313.95,2.0,10.83
MO,34.92,50.03,40.69,10.67,17829.0,75.01,8872.0,8949.0,2033.0,0.0,12354.0,3961.0,4411.0,26.9,16.7,26.61,5.63,56.56,10663.0,3.01,1.54,96.68,1.29,0.77,6.03,75.43,153.0,40.52,60.13,245.0,0.0,0.0,0,0.0,1.0,9.43,0.0,0.0,11.0,103.76,42.0,396.19,215.0,2028.11,13.0,122.63,0.0,0.0
MO,14.73,25.59,12.05,15.3,15508.0,62.66,9558.0,10182.0,3388.0,13625.0,36235.0,0.0,31289.0,31.61,45.68,10.86,9.28,50.07,10941.0,2.48,10.64,88.59,0.5,0.41,12.84,60.84,37.0,0.0,13.51,271.0,0.0,0.0,1,8.82,18.0,158.69,20.0,176.32,110.0,969.76,287.0,2530.19,734.0,6470.95,57.0,502.51,0.0,0.0
MS,17.15,28.12,13.63,10.96,18060.0,71.26,9081.0,14683.0,5359.0,2400.0,11710.0,6929.0,4936.0,31.96,38.54,15.58,12.45,51.79,45226.0,2.95,59.63,39.76,0.43,0.56,13.52,42.18,250.0,19.6,32.8,1170.0,6.0,0.0,16,35.96,34.0,76.4,66.0,148.31,133.0,298.88,1745.0,3921.35,2631.0,5912.36,186.0,417.98,57.0,128.09
MS,17.83,30.86,16.52,7.45,36770.0,87.63,14677.0,16374.0,6592.0,0.0,15987.0,10491.0,8881.0,9.48,13.22,38.29,3.37,70.5,21847.0,2.92,17.14,81.71,0.92,0.48,9.11,74.47,389.0,39.85,53.98,427.0,0.0,0.0,2,8.76,0.0,0.0,14.0,61.34,12.0,52.58,169.0,740.51,435.0,1906.06,12.0,52.58,5.0,21.91
MS,14.11,27.52,13.65,13.11,21174.0,72.02,11451.0,13571.0,6423.0,18283.0,6592.0,5316.0,7106.0,20.32,25.24,18.29,7.69,54.66,40775.0,2.58,28.59,69.89,0.92,1.55,16.27,55.52,846.0,9.34,15.48,2439.0,68.0,1.0,4,6.03,29.0,43.69,86.0,129.57,143.0,215.45,473.0,712.65,2127.0,3204.66,165.0,248.6,21.0,31.64
MS,14.29,24.41,11.88,16.39,16997.0,63.58,11208.0,16980.0,5021.0,235.0,10085.0,0.0,2835.0,30.18,36.81,18.14,9.03,46.67,18827.0,2.59,48.1,51.62,0.16,0.4,13.13,46.84,86.0,25.58,25.58,1114.0,5.0,0.0,3,15.34,15.0,76.69,55.0,281.19,138.26315789473685,383.40526315789475,448.0,2290.39,1179.0,6027.61,104.0,531.7,8.0,40.9
MS,14.6,26.21,12.93,14.76,18004.0,67.92,10670.0,15261.0,5148.0,1866.0,25286.0,7824.0,9695.0,27.76,31.39,15.85,9.45,51.77,41036.0,2.54,45.35,53.97,0.44,0.57,14.29,48.53,188.0,12.23,20.21,1570.0,29.0,24.0,7,16.26,19.0,44.13,78.0,181.16,88.0,204.39,495.0,1149.69,1222.0,2838.23,119.0,276.39,10.0,23.23
MS,16.18,29.7,15.17,10.48,23270.0,77.64,12216.0,19315.0,6719.0,6269.0,7230.0,9671.0,9703.0,22.68,24.97,26.91,8.79,59.11,196637.0,2.74,55.75,43.57,0.5,0.45,13.3,50.61,2006.0,27.12,40.73,7509.0,93.0,2.0,83,42.54,173.0,88.66,1505.0,771.31,1019.0,522.23,7071.0,3623.87,11603.0,5946.51,4054.0,2077.66,145.0,74.31
MS,9.8,37.64,14.54,5.19,31938.0,89.28,16915.0,17650.0,12004.0,0.0,15394.0,4092.0,8486.0,4.88,8.27,46.51,3.2,81.4,11714.0,2.08,12.05,87.0,0.67,0.94,12.66,73.68,147.0,15.65,25.17,516.0,0.0,0.0,1,7.02,3.0,21.07,22.0,154.55,10.0,70.25,108.0,758.69,589.0,4137.69,45.0,316.12,0.0,0.0
MS,15.46,26.8,12.32,14.39,15938.0,67.01,10749.0,18734.0,5405.0,5555.0,8745.0,0.0,6321.0,37.31,41.31,18.79,11.24,49.22,18906.0,2.69,59.17,40.18,0.45,0.38,13.72,40.75,120.0,40.83,40.83,559.0,0.0,0.0,4,21.07,10.0,52.68,46.0,242.33,33.0,173.85,772.0,4067.01,1254.0,6606.26,91.0,479.4,7.0,36.88
MS,21.46,38.93,25.22,11.21,15576.0,74.46,10013.0,13824.0,4637.0,4354.0,6470.0,8335.0,20770.0,35.87,26.04,27.04,9.73,51.51,41882.0,2.63,40.43,58.22,1.06,0.98,12.61,44.73,983.0,30.11,45.88,1764.0,14.0,0.0,10,20.75,26.0,53.95,77.0,159.78,241.0,500.08,948.0,1967.13,2096.0,4349.27,128.0,265.6,7.0,14.53
MS,15.66,25.39,12.12,15.87,14579.0,60.44,8539.0,12563.0,3880.0,18000.0,3600.0,0.0,2600.0,37.49,35.93,15.95,10.95,45.99,11591.0,2.57,46.2,53.46,0.16,0.46,12.94,45.15,73.0,0.0,9.59,458.0,1.0,0.0,4,32.63,3.0,24.47,30.0,244.74,55.0,448.69,271.0,2210.8,677.0,5522.92,44.0,358.95,3.0,24.47
MS,14.8,24.91,11.35,9.58,31161.0,78.68,13906.0,14474.0,11069.0,3703.0,4426.0,4264.0,12360.0,10.12,16.66,25.78,6.83,61.41,14658.0,2.65,6.19,90.92,2.41,1.48,11.66,74.5,513.0,1.36,2.92,441.0,0.0,0.0,0,0.0,8.0,48.24,13.0,78.39,32.0,192.97,160.0,964.84,515.0,3105.59,35.0,211.06,1.0,6.03
MS,16.82,30.13,16.31,12.54,19030.0,70.06,10188.0,14758.0,5934.0,7384.0,5656.0,9455.0,6545.0,28.63,35.08,18.92,9.19,55.44,23799.0,2.6,51.17,48.29,0.32,0.78,13.21,43.75,132.0,0.0,0.0,763.0,12.0,0.0,1,3.69,15.0,55.29,32.0,117.95,74.0,272.75,233.0,858.8,1002.0,3693.19,46.0,169.55,6.0,22.11
MS,13.85,26.79,12.33,10.84,27871.0,80.6,14083.0,16488.0,6539.0,9329.0,19453.0,15638.0,8761.0,12.61,23.94,21.88,4.5,65.44,30685.0,2.62,24.37,75.19,0.27,0.51,12.67,65.05,158.0,3.8,12.03,630.0,25.0,1.0,3,9.0,6.0,18.0,58.0,174.0,33.0,99.0,411.0,1233.01,1773.0,5319.05,248.0,744.01,3.0,9.0
MS,16.31,25.69,12.27,7.55,40633.0,84.13,15611.0,16515.0,6240.0,0.0,44420.0,11000.0,10106.0,7.32,14.33,34.1,3.52,68.0,11077.0,2.86,12.24,87.1,0.51,0.6,8.88,78.39,125.0,0.0,15.2,135.0,4.0,0.0,1,7.66,1.0,7.66,2.0,15.32,24.0,183.88,72.0,551.64,64.0,490.35,10.0,76.62,1.0,7.66
MS,14.5,23.98,11.82,15.67,16769.0,64.79,10387.0,14988.0,5876.0,4872.0,16278.0,7327.315789473684,17758.0,31.79,31.12,18.69,12.38,47.77,19460.0,2.54,50.34,49.31,0.23,0.5,13.49,47.08,74.0,9.46,9.46,1000.0,0.0,0.0,2,10.27,15.0,76.99,36.0,184.79,54.0,277.18,283.0,1452.62,1124.0,5769.43,20.0,102.66,8.0,41.06
MS,18.65,28.08,14.11,10.6,21201.0,73.2,8809.0,12376.0,6920.0,13875.0,12194.0,12000.0,10159.0,22.72,35.31,10.42,15.88,49.5,17837.0,2.98,65.48,34.27,0.12,0.39,13.04,52.86,73.0,9.59,17.81,623.0,0.0,0.0,5,27.53,19.0,104.61,36.0,198.21,79.0,434.95,470.0,2587.68,701.0,3859.49,60.0,330.34,25.0,137.64
MS,15.74,28.4,14.14,10.46,24986.0,73.88,11778.0,13533.0,5683.0,5293.0,11101.0,7001.0,7446.0,19.75,26.06,16.25,7.65,58.0,25899.0,2.65,21.46,77.22,0.92,0.97,13.63,58.64,289.0,23.53,31.14,1279.0,23.0,20.0,9,30.67,27.0,92.0,125.0,425.92,159.0,541.77,683.0,2327.25,1736.0,5915.22,254.0,865.48,9.0,30.67
MS,14.96,25.79,11.87,16.32,17206.0,66.71,9566.0,15852.0,5270.0,13155.0,8936.0,0.0,3130.0,33.23,37.31,16.48,9.18,48.88,20908.0,2.53,58.98,40.54,0.34,0.49,13.67,39.69,162.0,0.0,22.22,982.0,2.0,0.0,6,21.11,21.0,73.9,57.0,200.58,115.0,404.69,672.0,2364.78,1276.0,4490.27,136.0,478.59,0.0,0.0
MS,22.18,42.14,28.41,7.93,16749.0,81.7,10198.0,12492.0,4851.0,22680.0,4799.0,7163.0,7358.0,33.53,20.46,41.21,6.7,56.26,18458.0,2.52,26.61,69.13,3.82,1.07,7.7,59.44,842.0,50.83,68.05,444.0,0.0,0.0,3,15.2,3.0,15.2,22.0,111.46,112.0,567.43,166.0,841.02,828.0,4194.95,51.0,258.38,4.0,20.27
MS,15.15,26.11,12.58,15.52,17811.0,68.96,9041.0,13259.0,4683.0,9168.0,0.0,20040.0,10599.0,25.07,44.05,14.28,11.23,50.43,10864.0,2.68,49.25,50.28,0.19,0.31,12.09,47.61,29.0,0.0,0.0,325.0,0.0,0.0,3,25.93,15.0,129.65,41.0,354.36,211.0,1823.68,195.0,1685.39,665.0,5747.62,46.0,397.58,1.0,8.64
NC,14.42,26.09,12.94,15.02,18499.0,75.0,10912.0,15763.0,6624.0,2500.0,34000.0,5120.0,6614.0,24.07,43.91,11.92,7.91,57.23,15655.0,2.6,52.88,46.59,0.19,0.54,14.13,42.97,181.0,11.6,26.52,429.0,0.0,0.0,6,36.77,3.0,18.38,73.0,447.33,207.0,1268.46,628.0,3848.28,1125.0,6893.8,102.0,625.04,10.0,61.28
NC,12.64,32.02,15.39,9.09,25649.0,84.51,13997.0,14300.0,11547.0,4000.0,2331.0,0.0,8797.0,8.46,25.51,16.96,5.99,71.82,10836.0,2.28,5.59,92.94,0.58,1.49,15.37,65.51,172.0,20.93,34.88,314.0,0.0,0.0,1,7.46,1.0,7.46,17.0,126.74,43.0,320.58,150.0,1118.32,606.0,4518.0,42.0,313.13,1.0,7.46
NC,13.33,24.32,12.14,17.75,19829.0,71.32,11889.0,15950.0,6541.0,0.0,13329.0,5202.0,6631.0,19.27,38.97,15.76,8.57,54.03,14669.0,2.41,42.5,57.03,0.23,0.47,14.2,44.02,167.0,13.17,30.54,393.0,17.0,0.0,3,18.67,12.0,74.69,70.0,435.68,143.0,890.02,454.0,2825.67,937.0,5831.83,41.0,255.18,7.0,43.57
NC,13.13,24.44,12.11,16.08,21372.0,72.88,12012.0,13223.0,5903.0,8914.0,8001.0,7875.0,5211.0,17.55,41.63,11.72,5.11,60.68,14192.0,2.39,15.78,83.6,0.28,0.54,14.15,56.02,95.0,0.0,0.0,409.0,15.0,0.0,1,6.71,5.0,33.55,37.0,248.26,102.0,684.38,241.0,1617.02,848.0,5689.75,55.0,369.03,7.0,46.97
NC,25.65,44.56,31.39,7.86,22661.0,83.48,12206.0,15101.0,6637.0,32563.0,13435.0,12368.0,11091.0,26.64,20.99,33.72,6.63,61.12,44972.0,2.64,34.1,64.19,1.17,0.84,9.47,55.04,785.0,16.69,26.11,1037.0,72.0,7.0,5,9.96,52.0,103.59,344.0,685.29,391.0,778.92,1322.0,2633.57,3234.0,6442.49,303.0,603.61,8.0,15.94
NC,12.57,25.01,12.3,15.75,26500.0,78.61,14635.0,16583.0,8185.0,10789.0,9659.0,10565.0,10873.0,9.9,29.67,19.21,3.45,64.73,39498.0,2.38,22.56,76.34,0.78,0.59,12.64,64.03,521.0,4.61,14.59,1069.0,9.0,0.0,5,11.22,17.0,38.14,59.0,132.35,172.0,385.84,530.0,1188.93,1737.0,3896.54,100.0,224.33,11.0,24.68
NC,14.29,26.84,13.31,13.02,25910.0,76.0,12684.0,14373.0,7696.0,13449.0,13007.0,7231.0,9628.0,14.19,37.58,15.98,5.3,61.87,54732.0,2.61,24.88,74.0,0.7,0.54,13.37,57.42,586.0,10.92,19.11,1213.0,79.0,12.0,19,31.59,25.0,41.57,304.0,505.51,546.0,907.93,1386.0,2304.74,3590.0,5969.7,268.0,445.65,32.0,53.21
NC,13.92,25.4,12.01,13.85,22276.0,72.41,11736.0,13062.0,5196.0,14536.0,21913.0,5000.0,12809.0,18.64,34.35,11.85,6.92,58.67,15722.0,2.49,17.29,81.73,0.64,0.5,11.96,61.11,136.0,0.0,10.29,417.0,38.0,0.0,0,0.0,1.0,5.93,19.0,112.72,87.0,516.14,299.0,1773.85,987.0,5855.48,50.0,296.63,2.0,11.87
NC,15.13,33.21,17.06,6.9,25698.0,86.01,11566.0,13421.0,7900.0,6005.0,6966.0,7437.0,7352.0,11.89,15.5,18.17,6.6,66.42,30013.0,2.75,26.68,67.65,3.01,5.23,11.15,70.83,1268.0,17.19,23.03,894.0,20.0,0.0,3,5.16,25.0,43.02,101.0,173.81,181.0,311.47,778.0,1338.82,2292.0,3944.18,148.0,254.68,8.0,13.77
NC,15.59,27.53,14.21,12.51,21881.0,75.23,12028.0,17047.0,6413.0,19859.0,12460.0,6327.0,14313.0,23.52,36.9,18.39,8.28,57.8,36930.0,2.55,46.92,52.36,0.31,0.7,13.57,49.05,316.0,22.15,32.91,922.0,30.0,0.0,8,20.24,19.0,48.06,186.0,470.48,360.0,910.61,1348.0,3409.72,2695.0,6816.92,266.0,672.84,15.0,37.94
NC,19.71,30.85,18.11,14.03,16496.0,66.43,9157.0,12140.0,6061.0,5973.0,1571.0,0.0,2540.0,29.39,40.41,15.11,12.39,48.43,11643.0,2.72,45.0,50.05,0.41,0.67,12.88,38.36,147.0,31.97,36.73,356.0,0.0,0.0,1,7.49,8.0,59.96,28.0,209.85,88.0,659.52,284.0,2128.46,736.0,5516.0,45.0,337.26,14.0,104.92
NC,14.85,24.79,11.78,15.11,18253.0,70.02,10490.0,16208.0,6284.0,7345.0,29172.0,19432.0,7316.0,25.16,38.47,15.41,8.17,51.87,25295.0,2.53,57.78,41.56,0.41,0.47,14.46,43.81,238.0,2.1,5.04,839.0,9.0,0.0,5,19.48,20.0,77.9,101.0,393.41,217.0,845.25,786.0,3061.58,1800.0,7011.26,107.0,416.78,21.0,81.8
NC,13.56,26.03,11.61,7.51,36999.0,86.99,16348.0,17481.0,11113.0,17922.0,13218.0,17600.0,12130.0,4.63,15.17,23.44,2.87,73.48,14967.0,2.6,17.59,81.3,0.63,0.79,10.59,77.62,226.0,6.19,6.19,211.0,0.0,0.0,0,0.0,2.0,11.48,14.0,80.38,33.0,189.46,164.0,941.55,600.0,3444.71,36.0,206.68,8.0,45.93
NC,18.2,53.03,32.36,4.06,19799.0,93.23,12604.0,13305.0,9891.0,3972.0,11261.0,11014.0,9382.0,29.43,11.13,56.72,4.87,71.79,11553.0,2.05,16.71,78.47,3.7,1.72,9.6,65.5,746.0,45.04,59.52,471.0,7.0,0.0,2,14.28,2.0,14.28,31.0,221.33,47.0,335.57,173.0,1235.18,709.0,5062.12,38.0,271.31,0.0,0.0
NC,13.24,23.46,10.88,14.05,24375.0,75.17,12277.0,14761.0,6867.0,28385.0,2139.0,23760.0,18500.0,13.39,35.31,15.8,4.44,60.47,11037.0,2.6,31.56,67.76,0.41,0.44,11.24,59.74,38.0,0.0,0.0,279.0,16.0,0.0,0,0.0,2.0,18.2,27.0,245.68,110.0,1000.91,154.0,1401.27,492.0,4476.8,6.0,54.6,7.0,63.69
NC,15.95,35.77,19.54,7.94,32451.0,86.08,16896.0,20106.0,9460.0,12321.0,11232.0,10005.0,13263.0,11.8,13.44,40.56,3.97,68.92,207951.0,2.42,27.58,69.18,2.47,1.41,11.97,66.76,10434.0,26.47,40.77,6821.0,215.0,2.0,27,11.21,94.0,39.02,795.0,330.02,1114.0,462.45,2947.0,1223.37,9395.0,3900.1,883.0,366.56,29.0,12.04
NC,13.16,31.68,14.42,10.03,19955.0,76.13,10726.0,13795.0,7615.0,12315.0,5220.0,8502.0,11288.0,21.16,25.12,15.97,4.96,62.3,40709.0,3.03,47.44,50.33,1.32,1.47,12.71,55.0,772.0,22.54,33.55,922.0,28.0,0.0,6,13.1,20.0,43.66,207.0,451.9,444.0,969.28,910.0,1986.6,2419.0,5280.85,202.0,440.98,12.0,26.2
NC,13.02,28.82,13.38,8.89,31873.0,84.82,16793.0,20639.0,9286.0,10462.0,12525.0,9673.0,14363.0,10.83,19.02,28.35,4.16,70.05,395934.0,2.49,31.78,65.61,1.82,1.41,13.26,62.84,15119.0,20.9,31.52,11439.0,534.0,104.0,122,22.42,356.0,65.42,3227.0,593.04,6020.0,1106.32,10691.0,1964.73,26370.0,4846.13,2972.0,546.18,389.0,71.49
NC,13.47,26.57,13.92,15.07,25473.0,76.67,13452.0,15075.0,7344.0,10026.0,12690.0,7760.0,4902.0,12.13,33.83,14.78,4.09,62.71,27347.0,2.53,20.56,78.6,0.55,0.55,12.18,61.96,331.0,19.34,39.27,809.0,22.0,4.0,4,12.72,5.0,15.9,59.0,187.66,161.0,512.09,481.0,1529.9,1203.0,3826.34,78.0,248.09,16.0,50.89
NC,14.05,25.8,13.25,15.8,21011.0,73.07,11672.0,13903.0,7184.0,7577.0,3794.0,4059.0,9092.0,18.55,40.25,12.41,6.12,60.68,16581.0,2.37,29.65,68.18,1.47,0.68,15.12,51.02,343.0,12.83,34.11,501.0,17.0,0.0,2,10.6,9.0,47.69,49.0,259.63,131.0,694.11,443.0,2347.27,968.0,5129.02,72.0,381.5,8.0,42.39
NC,14.89,25.94,14.88,18.16,24081.0,71.18,12953.0,16208.0,7116.0,9826.0,9228.0,6669.0,4597.0,15.58,30.65,20.71,4.31,54.78,23087.0,2.52,35.19,63.79,0.66,0.59,12.48,53.22,252.0,19.44,51.19,744.0,24.0,0.0,7,24.74,11.0,38.88,108.0,381.75,192.0,678.66,852.0,3011.56,1615.0,5708.53,109.0,385.28,14.0,49.49
NC,13.16,24.77,11.85,18.12,21581.0,70.0,11668.0,14121.0,7938.0,17400.0,11429.0,0.0,0.0,18.5,38.79,15.26,6.23,53.76,12183.0,2.41,38.95,60.35,0.33,0.61,14.04,49.98,83.0,0.0,0.0,315.0,0.0,0.0,2,15.86,4.0,31.73,27.0,214.17,30.0,237.96,226.0,1792.65,744.0,5901.48,39.0,309.35,5.0,39.66
NC,11.74,23.82,11.61,16.43,25007.0,76.08,12845.0,13743.0,7610.0,4569.0,22348.0,5000.0,7829.0,10.6,35.02,18.81,4.05,56.38,15085.0,2.49,15.37,83.0,1.38,0.38,13.62,61.77,133.0,12.78,31.58,510.0,0.0,0.0,0,0.0,4.0,22.63,22.0,124.46,63.0,356.4,246.0,1391.64,876.0,4955.59,39.0,220.63,2.0,11.31
NC,12.23,23.1,11.44,17.13,21133.0,69.18,11034.0,11989.0,7089.0,6180.0,5164.0,4000.0,12767.0,16.19,42.28,8.87,4.86,57.77,15238.0,2.38,18.59,80.8,0.31,0.45,13.42,59.57,97.0,40.21,59.79,398.0,4.0,0.0,2,12.43,0.0,0.0,19.0,118.11,56.0,348.11,197.0,1224.59,651.0,4046.75,52.0,323.24,3.0,18.65
NC,14.68,25.9,12.69,13.68,19030.0,71.8,10704.0,14470.0,5079.0,7084.0,7591.0,13676.0,12108.0,29.1,38.36,18.49,8.66,53.71,18601.0,2.62,30.39,56.66,0.62,0.45,13.48,48.06,183.0,0.0,5.46,513.0,2.0,0.0,4,20.49,2.0,10.24,77.0,394.35,105.0,537.74,601.0,3077.95,1351.0,6918.98,134.0,686.26,11.0,56.34
NC,12.92,25.84,12.84,17.12,22369.0,73.24,11031.0,11837.0,7463.0,26480.0,6400.0,2825.0,3338.0,11.76,41.29,7.73,5.85,59.06,29696.0,2.47,17.99,81.32,0.24,0.63,13.12,61.63,146.0,9.59,35.62,699.0,0.0,1.0,5,16.02,11.0,35.25,56.0,179.47,76.0,243.57,318.0,1019.13,605.0,1938.92,69.0,221.13,11.0,35.25
NC,11.86,25.06,12.9,17.44,24294.0,75.5,12533.0,13155.0,6971.0,59455.0,25079.0,1917.0,3161.0,12.84,34.52,15.32,3.91,63.82,16362.0,2.35,13.09,85.19,0.68,1.1,13.66,60.5,202.0,11.39,26.24,487.0,20.0,0.0,1,5.32,2.0,10.65,47.0,250.17,68.0,361.95,326.0,1735.24,992.0,5280.25,70.0,372.6,3.0,15.97
NC,13.73,25.45,11.77,13.52,21205.0,73.05,11164.0,13608.0,6649.0,17781.0,15385.0,7859.0,6694.0,21.06,29.52,14.83,6.93,58.03,14475.0,2.52,34.85,63.24,0.57,1.57,14.08,51.61,282.0,19.15,24.82,488.0,6.0,0.0,2,12.1,11.0,66.56,46.0,278.33,146.0,883.4,541.0,3273.43,1702.0,10298.3,61.0,369.09,12.0,72.61
NC,12.33,23.7,11.64,17.82,22504.0,71.54,11761.0,12816.0,6609.0,0.0,15154.0,2833.0,6496.0,14.11,39.42,12.49,6.66,57.87,14939.0,2.47,17.63,81.01,1.14,0.44,11.28,65.48,236.0,12.71,12.71,488.0,0.0,0.0,1,5.7,0.0,0.0,37.0,210.9,121.0,689.69,417.0,2376.88,1140.0,6497.95,46.0,262.2,5.0,28.5
NC,15.72,32.98,17.52,10.08,27256.0,81.99,14498.0,18584.0,10060.0,12035.0,11834.0,9600.0,10489.0,14.9,21.54,35.4,4.72,65.21,136611.0,2.44,45.71,51.71,1.96,1.18,12.71,55.48,5205.0,31.37,43.46,4606.0,125.0,1.0,26,17.81,109.0,74.67,848.0,580.92,724.0,495.98,4851.0,3323.17,7471.0,5118.0,951.0,651.48,90.0,61.65
NC,17.08,30.71,17.91,14.46,20609.0,73.19,12077.0,14867.0,6659.0,8375.0,19269.0,9418.0,6854.0,22.11,26.95,20.74,6.21,57.86,55530.0,2.36,33.88,64.94,0.57,0.86,13.98,48.29,1008.0,11.41,16.87,2912.0,92.0,8.0,7,10.98,38.0,59.6,279.0,437.59,443.0,694.81,1531.0,2401.27,4156.0,6518.4,375.0,588.16,49.0,76.85
NC,30.34,51.27,37.75,7.53,30489.0,83.86,16288.0,17797.0,8440.0,9828.0,11902.0,6910.0,9279.0,16.14,6.65,71.16,4.42,57.03,38719.0,2.81,12.53,82.32,4.35,1.57,7.23,71.6,3208.0,41.46,49.25,1070.0,23.0,5.0,1,2.11,15.0,31.62,100.0,210.8,203.0,427.93,516.0,1087.74,1766.0,3722.75,98.0,206.59,14.0,29.51
NC,12.07,23.63,11.89,17.66,22267.0,68.93,13079.0,14315.0,8370.0,12315.0,8811.0,6869.0,9324.0,15.87,24.92,22.99,5.56,56.48,61607.0,2.28,19.81,79.09,0.61,0.87,14.32,56.96,1251.0,8.63,13.35,2686.0,175.0,18.0,9,13.76,44.0,67.28,142.0,217.14,261.0,399.1,1148.0,1755.43,3311.0,5062.92,353.0,539.78,8.0,12.23
NC,12.05,25.4,12.44,15.31,24509.0,76.47,12163.0,12779.0,8942.0,16752.0,3938.0,15000.0,8193.0,11.83,33.76,12.99,3.16,63.89,10426.0,2.43,16.05,83.05,0.38,0.93,13.87,64.12,114.0,0.0,4.39,227.0,0.0,0.0,1,8.95,5.0,44.74,11.0,98.43,104.0,930.65,137.0,1225.95,400.0,3579.42,33.0,295.3,0.0,0.0
NC,50.8,70.51,63.62,6.14,13109.0,84.81,8725.0,8883.0,5981.0,4814.0,8074.0,2806.0,3491.0,40.99,21.37,43.42,7.7,47.67,12915.0,3.19,4.66,94.22,0.77,0.67,4.27,72.66,200.0,15.5,19.5,481.0,20.0,0.0,0,0.0,1.0,7.16,1.0,7.16,19.0,136.0,55.0,393.67,341.0,2440.77,9.0,64.42,0.0,0.0
NC,17.21,29.5,17.3,15.52,16305.0,69.35,8854.0,12387.0,5680.0,4325.0,14933.0,7201.0,9734.0,28.16,35.87,14.85,8.38,46.83,14292.0,2.68,52.11,47.03,0.48,0.7,12.48,47.28,81.0,37.04,37.04,460.0,59.0,4.0,3,17.27,8.0,46.04,35.0,201.43,98.0,564.0,280.0,1611.42,761.0,4379.6,29.0,166.9,6.0,34.53
NC,11.9,28.41,11.57,4.11,46259.0,93.39,20595.0,21069.0,15296.0,24004.0,17697.0,13639.0,16123.0,3.18,5.1,48.76,2.41,79.5,43858.0,2.59,5.51,89.78,3.84,1.56,8.58,86.49,2509.0,11.08,21.52,1100.0,0.0,0.0,0,0.0,2.0,3.23,40.0,64.67,58.0,93.78,367.0,593.38,1366.0,2208.6,66.0,106.71,21.0,33.95
NC,14.54,26.53,12.47,11.9,24055.0,76.67,12593.0,17759.0,7425.0,8277.0,18468.0,4526.0,8449.0,18.09,33.07,16.67,5.66,62.47,48997.0,2.6,49.59,49.62,0.39,0.54,12.89,52.52,379.0,13.46,24.01,1302.0,16.0,0.0,14,26.49,25.0,47.3,203.0,384.05,432.0,817.28,1356.0,2565.36,3259.0,6165.58,234.0,442.7,10.0,18.92
NC,15.28,29.33,14.55,11.25,23153.0,78.08,11070.0,14297.0,6518.0,4407.0,10153.0,8498.0,9432.0,16.69,35.05,14.58,6.03,63.46,16127.0,2.72,40.2,58.27,0.59,1.33,13.03,48.19,84.0,13.1,13.1,412.0,21.0,2.0,3,15.17,12.0,60.69,37.0,187.14,126.0,637.3,387.0,1957.41,1172.0,5927.87,62.0,313.59,1.0,5.06
NC,13.19,26.16,12.06,15.14,19894.0,70.2,10893.0,14477.0,6436.0,4748.0,2508.0,6916.0,9853.0,23.2,30.14,15.99,5.41,56.08,17363.0,2.39,43.56,55.6,0.35,0.7,15.11,48.71,309.0,20.71,22.65,760.0,0.0,2.0,1,5.43,16.0,86.91,80.0,434.57,310.0,1683.96,675.0,3666.68,1582.0,8593.62,110.0,597.53,12.0,65.19
NC,19.82,46.53,27.47,1.73,24553.0,94.73,9204.0,9793.0,7769.0,6345.0,4652.0,8120.0,6981.0,10.55,9.36,12.97,5.41,77.02,20268.0,3.58,17.95,75.74,2.6,6.34,7.68,84.8,683.0,17.13,24.3,435.0,0.0,0.0,0,0.0,1.0,4.65,11.0,51.18,43.0,200.06,151.0,702.52,357.0,1660.93,25.0,116.31,3.0,13.96
NC,15.71,31.36,16.45,9.94,24354.0,79.41,12825.0,16279.0,7899.0,7669.0,12408.0,10701.0,10485.0,18.75,20.87,23.79,7.33,60.87,75695.0,2.55,38.28,57.57,1.52,3.15,13.7,56.08,2622.0,17.05,19.76,2073.0,102.0,29.0,30,35.09,92.0,107.62,583.0,682.0,1081.0,1264.56,2071.0,2422.68,5685.0,6650.37,647.0,756.87,59.0,69.02
NC,14.34,27.36,13.76,12.36,25035.0,78.42,13324.0,15811.0,7913.0,11704.0,7566.0,10043.0,8497.0,12.74,31.81,18.09,5.27,65.17,69496.0,2.52,30.19,68.13,0.94,0.79,13.51,58.23,1036.0,7.82,22.1,1879.0,104.0,0.0,12,16.33,39.0,53.07,291.0,396.0,592.0,805.62,2060.0,2803.33,3714.0,5054.16,376.0,511.68,48.0,65.32
